web_scraper_order,web_scraper_start_url,conteani,price,image,data4,data6,data7
"1765118229-153","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg","Dakar Plateau, Dakar, Sénégal","300 000CFA","Chiots Rottweiler pur sang"
"1765118229-154","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg","Hann Bel-Air, Dakar, Sénégal","250 000CFA","Chiot rottweiller"
"1765118229-155","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2618543_uploaded_image1_1599827605.jpg","Mbour, Sénégal","2 500 000CFA","Chiot Berger Allemand"
"1765118229-156","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2617202_uploaded_image1_1599768247.jpg","Hann Bel-Air, Dakar, Sénégal","300 000CFA","Chien rottweiller"
"1765118229-157","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2614957_uploaded_image1_1599699735.jpg","Dieuppeul-Derklé, Dakar, Sénégal","Prix sur demande","Bichon maltais"
"1765118229-158","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2614016_uploaded_image1_1599672233.jpg","Dakar Plateau, Dakar, Sénégal","450 000CFA","Husky pure race"
"1765118229-159","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2603812_uploaded_image1_1599338756.jpg","Dieuppeul-Derklé, Dakar, Sénégal","200 000CFA","Chiots Bichon"
"1765118229-160","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2603171_uploaded_image1_1599318422.jpg","Hann Bel-Air, Dakar, Sénégal","250 000CFA","Chiot Rottweiller"
"1765118229-161","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2603096_uploaded_image1_1599317062.jpg","Dakar, Sénégal","200CFA","Chiots Bichon"
"1765118229-162","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2601423_uploaded_image1_1599252254.jpg","Dieuppeul-Derklé, Dakar, Sénégal","200 000CFA","Chiots race Bichon"
"1765118229-163","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2598132_uploaded_image1_1599146353.jpg","Dakar, Sénégal","230 000CFA","Bichon Maltais"
"1765118229-164","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2593026_uploaded_image1_1599001771.jpg","Fann, Dakar, Sénégal","Prix sur demande","Chiot bulldog anglais"
"1765118229-165","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2591285_uploaded_image1_1598968050.jpg","Dakar, Sénégal","150 000CFA","Chiot Pitbull"
"1765118229-166","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2589325_uploaded_image1_1598898832.jpg","Hann Bel-Air, Dakar, Sénégal","300 000CFA","Chiot rottweiller"
"1765118229-167","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2584995_uploaded_image1_1598726974.jpg","Bargny, Sénégal","180 000CFA","Chiots Berger Allemand"
"1765118229-168","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2581250_uploaded_image1_1598568344.jpg","Dakar, Sénégal","250 000CFA","Chien Berger"
"1765118229-169","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2581239_uploaded_image1_1598568079.jpg","Dakar, Sénégal","300 000CFA","Malinois"
"1765118229-170","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2581230_uploaded_image1_1598567751.jpg","Dakar, Sénégal","300 000CFA","Chien Bichon"
"1765118229-171","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2580700_uploaded_image1_1598548338.jpg","Hann Bel-Air, Dakar, Sénégal","300 000CFA","Chiot Rottweiller"
"1765118229-172","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2578678_uploaded_image1_1598473259.jpg","Fann, Dakar, Sénégal","1 900 000CFA","Chiots Spitz nain Pomeranian"
"1765118229-173","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2575614_uploaded_image1_1598372726.jpg","Hann Bel-Air, Dakar, Sénégal","300 000CFA","Chiot Rottweiller"
"1765118229-174","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567679_uploaded_image1_1598129482.jpg","Hann Bel-Air, Dakar, Sénégal","300 000CFA","Chiot Rotweiller"
"1765118229-175","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567608_uploaded_image1_1598126860.jpg","Ouest Foire, Dakar, Sénégal","250 000CFA","Chiots Malinois pur sang"
"1765118229-176","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567174_uploaded_image1_1598112867.jpg","Fann, Dakar, Sénégal","Prix sur demande","Chiot Spitz Pomperanian"
"1765118229-177","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567166_uploaded_image1_1598112763.jpg","Fann, Dakar, Sénégal","Prix sur demande","Chiot  Chiuawa"
"1765118229-178","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567155_uploaded_image1_1598112585.jpg","Fann, Dakar, Sénégal","Prix sur demande","Chiot Kangal"
"1765118229-179","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567149_uploaded_image1_1598112443.jpg","Fann, Dakar, Sénégal","Prix sur demande","Chiots Bulldog"
"1765118229-180","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2567144_uploaded_image1_1598112288.jpg","Fann, Dakar, Sénégal","650 000CFA","Chiots Doberman"
"1765118229-181","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2557147_uploaded_image1_1597839325.jpg","Rufisque, Sénégal","Prix sur demande","Chiots Boerboel"
"1765118229-182","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2555833_uploaded_image1_1597802491.jpg","Bargny, Sénégal","120 000CFA","Femelle pitbull"
"1765118229-183","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2551556_uploaded_image1_1597687758.jpg","Fass, Dakar, Sénégal","250 000CFA","Canish"
"1765118229-184","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2544486_uploaded_image1_1597452357.jpg","Dakar, Sénégal","Prix sur demande","Malinois"
"1765118229-185","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2544470_uploaded_image1_1597451496.jpg","Dakar, Sénégal","Prix sur demande","Belger allemand"
"1765118229-186","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2541838_uploaded_image1_1597368796.jpg","Guediawaye, Dakar, Sénégal","250 000CFA","Chiots berger allemand"
"1765118229-187","https://sn.coinafrique.com/categorie/chiens?page=9","","","https://images.coinafrique.com/thumb_2536904_uploaded_image1_1597236557.jpg","Point E, Dakar, Sénégal","250 000CFA","Chiots shih tzu"
"1765118234-188","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3338576_uploaded_image1_1631822671.jpg","Dakar, Sénégal","109 000CFA","Chien berger allemand"
"1765118234-189","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3338430_uploaded_image1_1631815367.jpg","Dakar, Sénégal","Prix sur demande","Chien Pembroke Welch Corgi"
"1765118234-190","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3317614_uploaded_image1_1630845732.jpg","Dakar, Sénégal","40 000CFA","Chiots"
"1765118234-191","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3314578_uploaded_image1_1630685159.jpg","Dakar, Sénégal","40 000CFA","Chiots"
"1765118234-192","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3309512_uploaded_image1_1630509383.jpg","Thies, Sénégal","Prix sur demande","Chiots"
"1765118234-193","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3304212_uploaded_image1_1630290090.jpg","Almadies, Dakar, Sénégal","Prix sur demande","Bichon maltais"
"1765118234-194","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3303737_uploaded_image1_1630255149.jpg","Sicap Liberté, Dakar, Sénégal","165 000CFA","Chiot bichon maltais"
"1765118234-195","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3303734_uploaded_image1_1630254579.jpg","Thies, Sénégal","Prix sur demande","Chiots croisés husky golde"
"1765118234-196","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3301357_uploaded_image1_1630079806.jpg","Thies, Sénégal","450 000CFA","Chiots Boerboels"
"1765118234-197","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3291944_uploaded_image1_1629570459.jpg","Keur Massar, Sénégal","100 000CFA","Chiot Berger Allemand"
"1765118234-198","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3289564_uploaded_image1_1629449927.jpg","Mbour, Sénégal","135 000CFA","Chiots Berger Allemand"
"1765118234-199","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3287244_uploaded_image1_1629321508.jpg","Dakar, Sénégal","200 000CFA","Chien"
"1765118234-200","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3285176_uploaded_image1_1629224463.jpg","Sicap Liberté, Dakar, Sénégal","155 000CFA","Chiots bichon"
"1765118234-201","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3277097_uploaded_image1_1628797153.jpg","Keur Massar, Sénégal","100 000CFA","Chiots berger allemand malinois"
"1765118234-202","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3275523_uploaded_image1_1628713420.jpg","Dakar, Sénégal","250 000CFA","Berger allemand"
"1765118234-203","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3270823_uploaded_image1_1628508317.jpg","Yoff, Dakar, Sénégal","130 000CFA","Chien berger allemand"
"1765118234-204","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Labrador"
"1765118234-205","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3252408_uploaded_image1_1627658009.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Labrador"
"1765118234-206","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3247804_uploaded_image1_1627412495.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Labrador"
"1765118234-207","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3244351_uploaded_image1_1627227850.jpg","Dakar, Sénégal","50 000CFA","Chiot"
"1765118234-208","https://sn.coinafrique.com/categorie/chiens?page=8","","","https://images.coinafrique.com/thumb_3241866_uploaded_image1_1627052478.jpg","Mbao, Dakar, Sénégal","150 000CFA","Chiots malinois"
